MAG ID	N50 length	Depth	Completeness	group	group2
SX3.bin143	41879	27.98	74.51	70	>70
SD4.bin061	41871	69.44	86.49	80	>80
JL4.bin123	41863	21.12	93.29	90	>90
SD5.bin146	41853	15.51	93.47	90	>90
JL5.bin015	41846	105.99	88.39	80	>80
XZ2.bin114	41839	16.57	97.92	90	>90
SX1.bin106	41824	20.72	93.41	90	>90
AH1.bin099	41742	78.01	88.68	80	>80
GX1.bin093	41707	78.9	92.95	90	>90
AH3.bin180	41673	15.78	87.44	80	>80
SX4.bin062	41666	18.91	80.29	80	>80
SD4.bin088	41649	79.73	75	70	>70
XZ1.bin039	41630	23.02	94.41	90	>90
SX3.bin118	41607	18.15	94.9	90	>90
SD5.bin075	41568	42.53	91.79	90	>90
SX1.bin077	41515	18.36	88.95	80	>80
JL1.bin173	41511	43.32	88.56	80	>80
SX3.bin150	41510	25.61	86.2	80	>80
GX2.bin062	41487	92.23	78.62	70	>70
XZ4.bin111	41469	15.16	89.93	80	>80
XZ4.bin074	41457	20.47	83.89	80	>80
AH2.bin178	41450	14.68	79.11	70	>70
XZ4.bin101	41447	53.51	87.67	80	>80
JL2.bin114	41423	30.26	96.4	90	>90
SX1.bin011	41420	17.01	93.95	90	>90
SX4.bin060	41404	18.07	72.05	70	>70
SD4.bin110	41380	39.95	71.72	70	>70
GX5.bin107	41369	15.96	83.33	80	>80
SD5.bin129	41335	17.96	87.03	80	>80
AH2.bin077	41264	15.96	90.02	90	>90
AH5.bin172	41244	91.18	91.01	90	>90
AH4.bin056	41234	16.93	70.92	70	>70
SD4.bin043	41218	83.43	88.58	80	>80
AH2.bin067	41118	15.98	93.37	90	>90
SX4.bin057	41103	92.01	91.46	90	>90
SD2.bin107	41094	132.99	93.26	90	>90
AH4.bin169	41030	26.84	92.01	90	>90
JL4.bin114	41030	33.08	97.17	90	>90
JL5.bin021	40996	45.7	92.81	90	>90
JL1.bin140	40957	75.79	87.41	80	>80
GX5.bin039	40943	30.81	72.81	70	>70
SD4.bin074	40906	115.54	87.71	80	>80
GX3.bin075	40898	29.18	76.45	70	>70
XZ2.bin102	40870	30.55	81.38	80	>80
SX4.bin024	40860	34.34	89.62	80	>80
XZ3.bin100	40857	187.01	85.64	80	>80
SD1.bin068	40854	18.23	93.29	90	>90
SX3.bin119	40838	28.75	88.39	80	>80
AH4.bin084	40833	49.23	89.65	80	>80
AH1.bin002	40830	39.63	90.94	90	>90
SD3.bin067	40825	18.79	94.64	90	>90
SD3.bin073	40798	17.91	92.01	90	>90
GX2.bin071	40776	20	80.62	80	>80
SX1.bin051	40759	18.02	85.04	80	>80
AH3.bin134	40726	16.91	93.93	90	>90
XZ4.bin157	40714	72.77	86.4	80	>80
SD3.bin154	40671	18.07	92	90	>90
GX1.bin149	40629	34.03	95.08	90	>90
XZ2.bin125	40619	27.35	84.85	80	>80
AH5.bin020	40597	54.52	76.9	70	>70
SX4.bin031	40596	22.16	97.49	90	>90
GX5.bin062	40586	15.97	94.52	90	>90
JL3.bin004	40569	50.81	85.54	80	>80
JL3.bin071	40555	76.68	90.27	90	>90
SX1.bin018	40514	31.55	89.26	80	>80
SD4.bin004	40489	25.74	86.52	80	>80
SD5.bin151	40446	45.26	95.13	90	>90
SX5.bin017	40441	18.67	83.56	80	>80
JL1.bin005	40439	62.71	74.83	70	>70
XZ4.bin116	40438	172.05	82.94	80	>80
SD1.bin047	40415	15.35	79.19	70	>70
AH2.bin128	40331	20.47	89.26	80	>80
AH3.bin017	40291	17.4	77	70	>70
SD4.bin183	40274	15.59	90.6	90	>90
JL1.bin025	40254	25.73	88.63	80	>80
SD4.bin142	40240	53.34	87.56	80	>80
XZ5.bin052	40230	35.96	88.28	80	>80
SD2.bin121	40229	16.66	81.86	80	>80
XZ1.bin079	40143	18.32	91.84	90	>90
XZ1.bin073	40127	25.99	92.11	90	>90
SX4.bin071	40080	16.56	77.93	70	>70
GX3.bin018	40064	15.82	75.36	70	>70
JL3.bin091	40018	47.11	89.55	80	>80
JL5.bin098	40010	29.44	94.64	90	>90
AH5.bin036	39985	30.25	84.5	80	>80
JL1.bin012	39984	47.1	91.83	90	>90
AH5.bin138	39921	14.84	95.3	90	>90
JL5.bin107	39903	37.79	97.22	90	>90
AH5.bin131	39819	18.93	87.64	80	>80
GX5.bin056	39755	15.79	83.01	80	>80
SX2.bin139	39751	37.54	74.08	70	>70
GX1.bin077	39732	25.82	82.34	80	>80
XZ5.bin063	39685	26.27	90.48	90	>90
JL3.bin024	39663	41.97	95.41	90	>90
JL1.bin018	39656	29.33	92.18	90	>90
SD3.bin180	39646	69.98	86.76	80	>80
SX2.bin103	39637	37.53	83.44	80	>80
GX1.bin012	39635	23.71	92.91	90	>90
GX4.bin057	39635	42.37	91.34	90	>90
XZ3.bin106	39630	16.34	72.19	70	>70
GX3.bin046	39626	35.04	95.06	90	>90
XZ3.bin006	39620	15.21	82.6	80	>80
SX2.bin058	39546	30.82	91.01	90	>90
SD5.bin005	39481	42.77	94.5	90	>90
XZ3.bin067	39465	20.3	97.32	90	>90
SX3.bin045	39430	216.24	100	90	>90
GX2.bin138	39388	22.07	91.25	90	>90
SD2.bin059	39380	235.23	77.04	70	>70
SX4.bin111	39369	21.62	95.3	90	>90
SD3.bin020	39364	24.61	89.9	80	>80
SD4.bin166	39350	16.89	92.2	90	>90
GX2.bin057	39333	82.09	75.86	70	>70
AH3.bin013	39326	64.97	78.26	70	>70
AH3.bin095	39326	43.1	78.25	70	>70
GX3.bin125	39300	75.11	90.6	90	>90
XZ1.bin137	39295	26.35	90.48	90	>90
SD1.bin203	39294	18.49	86.42	80	>80
SX2.bin119	39289	18.6	89.35	80	>80
SD4.bin033	39284	16.88	84.46	80	>80
SD3.bin025	39282	24.31	83.09	80	>80
XZ5.bin077	39230	22.51	89.25	80	>80
AH4.bin032	39225	15.66	93.02	90	>90
SX2.bin048	39220	18	88.36	80	>80
JL5.bin112	39213	18.69	86.09	80	>80
XZ2.bin109	39169	23.5	79.01	70	>70
AH2.bin114	39125	14.5	89.03	80	>80
SD3.bin187	39080	29.1	80.31	80	>80
JL4.bin040	39075	19.72	89.83	80	>80
JL1.bin103	39072	46.94	96.54	90	>90
SX2.bin036	39017	27.66	80.42	80	>80
SX4.bin087	39009	52.14	84.57	80	>80
XZ2.bin035	39006	27.09	93.06	90	>90
SX5.bin006	38994	167.34	97.32	90	>90
AH3.bin091	38993	155.3	100	90	>90
JL4.bin075	38972	43.13	87.81	80	>80
AH5.bin086	38957	61.83	83.26	80	>80
AH3.bin176	38953	124.48	92.39	90	>90
AH3.bin113	38933	67.7	89.42	80	>80
GX2.bin133	38877	17.67	100	90	>90
GX5.bin140	38836	100.28	86.14	80	>80
JL1.bin134	38828	24.23	94.51	90	>90
JL5.bin092	38743	14.68	94.01	90	>90
SD1.bin169	38743	33.01	76.79	70	>70
GX2.bin037	38717	48.38	90.4	90	>90
GX1.bin147	38705	20.14	90.78	90	>90
GX1.bin118	38679	37.01	95.07	90	>90
XZ3.bin012	38678	37.1	72.58	70	>70
GX4.bin145	38657	23.94	95.3	90	>90
JL2.bin037	38650	17.38	94.07	90	>90
SD5.bin111	38618	15.95	86.13	80	>80
AH4.bin130	38613	15.52	87.85	80	>80
SX2.bin114	38574	29.3	87.14	80	>80
SD1.bin140	38563	15.13	90.5	90	>90
XZ1.bin003	38558	29.84	72.25	70	>70
SX5.bin119	38553	17.68	89.82	80	>80
SX3.bin084	38552	25.27	92.14	90	>90
JL3.bin042	38550	84.52	93.04	90	>90
GX1.bin174	38550	43.53	85.51	80	>80
SX1.bin120	38513	34.78	88.24	80	>80
XZ2.bin148	38508	33.56	92.55	90	>90
AH4.bin008	38483	59.88	94.3	90	>90
SD5.bin085	38478	60.64	87.25	80	>80
SX2.bin159	38463	80.01	78.58	70	>70
JL4.bin107	38462	148.16	87.92	80	>80
AH4.bin062	38445	15.34	86.13	80	>80
GX1.bin123	38439	37.65	70.2	70	>70
GX2.bin058	38427	62.38	78.07	70	>70
AH3.bin055	38423	43.78	83.87	80	>80
JL3.bin031	38385	15.35	78.23	70	>70
SX3.bin010	38363	15.19	81.84	80	>80
GX5.bin022	38360	106.47	94.21	90	>90
AH2.bin043	38353	14.8	84.3	80	>80
JL3.bin109	38321	15.74	95.3	90	>90
XZ3.bin049	38302	41.51	89.08	80	>80
AH5.bin023	38294	24.69	87.36	80	>80
SD3.bin090	38279	50.22	86.8	80	>80
XZ1.bin060	38275	70.8	97.16	90	>90
AH3.bin162	38266	20.64	72.42	70	>70
GX4.bin023	38254	23.57	94.68	90	>90
SX3.bin033	38239	19.1	95.4	90	>90
SD3.bin059	38214	17.5	76.51	70	>70
JL4.bin044	38200	23.26	87.39	80	>80
AH4.bin166	38194	269.22	89.33	80	>80
SX5.bin097	38140	21.2	82	80	>80
SX4.bin056	38139	19.01	89.84	80	>80
JL4.bin150	38127	19.31	82.19	80	>80
SD3.bin182	38105	19.68	81.54	80	>80
AH3.bin035	38074	42.95	75.25	70	>70
XZ2.bin051	38053	20.44	71.6	70	>70
AH1.bin112	38051	32.29	70.47	70	>70
GX5.bin019	38039	25.54	93.67	90	>90
SD1.bin072	38025	17.9	74.38	70	>70
XZ2.bin036	38014	23.17	86.91	80	>80
JL4.bin172	38003	59.56	81.48	80	>80
XZ5.bin073	37994	16.68	92.62	90	>90
SX5.bin016	37980	87.46	72.14	70	>70
GX3.bin002	37927	16.73	83.79	80	>80
SD5.bin159	37867	15.53	92.95	90	>90
SX2.bin087	37865	19.82	90.88	90	>90
SX4.bin085	37864	22.72	98.92	90	>90
JL1.bin183	37819	14.15	96.59	90	>90
AH1.bin005	37802	123.03	97.82	90	>90
SX3.bin094	37773	15.51	93.55	90	>90
SX1.bin050	37766	195.48	89.95	80	>80
GX1.bin166	37746	38.36	91.68	90	>90
SD3.bin190	37729	16.5	87.9	80	>80
SX1.bin097	37729	961.8	75.29	70	>70
JL3.bin097	37701	16.19	93.67	90	>90
SD2.bin082	37683	16.13	83.97	80	>80
JL4.bin022	37574	30.54	79.86	70	>70
SD3.bin140	37563	19.68	92.73	90	>90
GX3.bin103	37537	17.85	97.99	90	>90
AH2.bin053	37511	22.22	87.52	80	>80
GX1.bin119	37505	15.79	96.8	90	>90
JL5.bin065	37497	20.89	100	90	>90
AH5.bin148	37476	17.08	76.51	70	>70
GX1.bin038	37449	41.87	79.65	70	>70
SD1.bin147	37437	294.56	83.67	80	>80
AH4.bin097	37389	143.09	87.2	80	>80
SD5.bin094	37375	40.81	86.67	80	>80
AH1.bin022	37371	21.75	91.22	90	>90
XZ1.bin056	37369	19.95	92.88	90	>90
SX3.bin040	37358	220.15	90.52	90	>90
SD2.bin080	37357	16.36	74.96	70	>70
SD1.bin131	37345	408.62	72.59	70	>70
GX2.bin035	37342	17.67	88.23	80	>80
GX4.bin078	37338	31.28	92	90	>90
JL5.bin033	37321	32.65	93.96	90	>90
SD4.bin032	37270	64.03	84.56	80	>80
XZ3.bin037	37267	18.79	92.13	90	>90
GX1.bin107	37258	24.98	82.83	80	>80
JL2.bin139	37246	18.8	77.92	70	>70
JL3.bin048	37243	17.32	91.05	90	>90
GX5.bin108	37235	16.41	89.01	80	>80
GX4.bin139	37138	24.26	93.15	90	>90
JL4.bin141	37092	16.81	83.22	80	>80
XZ1.bin025	37046	14.39	81.06	80	>80
XZ1.bin148	37033	15.15	96.77	90	>90
SD5.bin104	37028	15.23	92.04	90	>90
SD4.bin108	36970	13.11	90.62	90	>90
AH5.bin126	36969	19.06	96.23	90	>90
GX5.bin016	36934	111.17	75.86	70	>70
AH1.bin015	36921	25.79	70.85	70	>70
SD1.bin200	36919	15.71	91.07	90	>90
SX4.bin023	36908	20.03	83.46	80	>80
AH2.bin103	36898	14.92	78.08	70	>70
GX1.bin080	36896	42.98	70.74	70	>70
JL2.bin030	36870	16.8	93.85	90	>90
XZ4.bin093	36869	46.41	75.22	70	>70
AH1.bin092	36859	24.69	89.6	80	>80
AH4.bin077	36856	20.42	88.2	80	>80
SX2.bin055	36814	20.12	96.18	90	>90
GX5.bin119	36802	17.8	95.08	90	>90
SD3.bin173	36773	15.41	85.96	80	>80
JL2.bin012	36751	88.65	78.8	70	>70
XZ2.bin099	36741	66.98	86.88	80	>80
XZ3.bin024	36689	86.76	78.3	70	>70
JL1.bin055	36655	22.54	97.52	90	>90
XZ3.bin016	36607	18.66	97.04	90	>90
SX2.bin044	36600	16.75	78.84	70	>70
XZ4.bin038	36571	29.43	90.14	90	>90
SD1.bin197	36552	15.8	90.51	90	>90
SD1.bin113	36546	52.9	89.12	80	>80
AH1.bin097	36484	16.95	89.42	80	>80
SD2.bin058	36479	14.97	94.3	90	>90
XZ2.bin084	36469	24.06	71.57	70	>70
JL5.bin074	36459	118.06	82.28	80	>80
AH2.bin124	36455	31.8	76.72	70	>70
GX2.bin032	36418	19.64	87.9	80	>80
AH2.bin102	36404	14.88	89.79	80	>80
JL5.bin053	36402	18	94.87	90	>90
JL5.bin036	36377	31.29	85.63	80	>80
SD3.bin105	36353	187.4	96.63	90	>90
SD4.bin058	36293	14.91	83.26	80	>80
AH3.bin082	36284	47.16	91.85	90	>90
JL4.bin025	36263	204.11	84.45	80	>80
SX1.bin123	36244	190.84	74.16	70	>70
SX2.bin086	36168	35.44	74.83	70	>70
JL1.bin104	36160	23.05	83.31	80	>80
JL4.bin102	36155	68.67	91.08	90	>90
JL1.bin026	36146	24.85	77.17	70	>70
SD1.bin189	36117	21.66	100	90	>90
XZ2.bin019	36111	17.98	96.3	90	>90
GX4.bin150	36085	41.98	87.35	80	>80
SX5.bin041	36080	124.97	90.41	90	>90
GX1.bin027	36070	142.99	76.57	70	>70
JL4.bin117	36043	15.17	93.29	90	>90
AH2.bin060	35973	33.05	89.86	80	>80
GX3.bin006	35933	23.2	73.48	70	>70
AH3.bin122	35906	24.98	92.68	90	>90
SD1.bin164	35899	19.32	88.48	80	>80
GX5.bin120	35898	67.77	100	90	>90
SD2.bin164	35871	23.56	88.74	80	>80
SX3.bin111	35858	16.45	91.95	90	>90
XZ1.bin168	35803	84.75	90.55	90	>90
JL4.bin015	35797	20.47	95.03	90	>90
GX2.bin091	35770	20.53	80.48	80	>80
AH5.bin031	35752	16.66	90.32	90	>90
AH4.bin104	35743	14.79	81.11	80	>80
GX4.bin091	35735	39.71	72	70	>70
XZ1.bin173	35721	124.81	100	90	>90
XZ5.bin005	35718	18.74	87.92	80	>80
SX1.bin112	35715	452.55	99.03	90	>90
GX5.bin059	35671	34.43	92.85	90	>90
SX2.bin148	35630	44.43	97.09	90	>90
SD4.bin109	35600	21.46	81.32	80	>80
SX1.bin024	35595	18.66	81.89	80	>80
GX3.bin105	35589	35.75	82.73	80	>80
SX1.bin028	35588	29.99	99.08	90	>90
JL1.bin051	35586	20.49	80.02	80	>80
SD3.bin191	35584	53.23	94.74	90	>90
XZ5.bin062	35571	22.08	91.3	90	>90
GX3.bin037	35517	28.07	88.76	80	>80
SD3.bin043	35508	17.37	84.26	80	>80
SD3.bin138	35501	50.73	87.67	80	>80
XZ2.bin075	35486	13.97	87.96	80	>80
SX4.bin059	35472	21.29	94.63	90	>90
SX4.bin016	35471	37.07	70.18	70	>70
GX3.bin141	35431	17.66	88.26	80	>80
SD1.bin180	35400	16.88	93.48	90	>90
GX4.bin056	35392	150.04	91.52	90	>90
SD2.bin116	35387	65.88	72.15	70	>70
SD4.bin081	35365	25.2	88.87	80	>80
XZ5.bin049	35336	15.43	81.56	80	>80
SD5.bin161	35307	32.92	87.07	80	>80
SX4.bin003	35290	54.76	79.24	70	>70
SX3.bin019	35283	17.38	90.48	90	>90
SX4.bin099	35267	179.54	79.47	70	>70
SX4.bin050	35256	14.28	91.94	90	>90
GX3.bin157	35253	18.06	89.39	80	>80
AH5.bin064	35244	25.35	87.14	80	>80
XZ2.bin039	35219	180.89	84.98	80	>80
AH1.bin142	35165	16.55	80.93	80	>80
AH5.bin040	35164	20.58	96.15	90	>90
SD4.bin141	35151	22.22	88.68	80	>80
GX2.bin048	35149	23.24	95.25	90	>90
AH3.bin063	35138	29.38	83.34	80	>80
AH2.bin047	35113	22.7	91.08	90	>90
SD4.bin189	35099	24.47	93.96	90	>90
JL1.bin131	35085	16.24	92.05	90	>90
SX4.bin120	35057	27.6	89.77	80	>80
SX3.bin133	35055	29.31	85.78	80	>80
SD1.bin060	35032	125.51	82.95	80	>80
SX2.bin151	35023	53.4	93.82	90	>90
SX4.bin015	34989	123.72	90.22	90	>90
XZ5.bin043	34987	15.97	93.85	90	>90
JL5.bin030	34981	15.17	82.55	80	>80
XZ5.bin012	34978	18.17	74.12	70	>70
SX2.bin003	34976	22.1	73.36	70	>70
AH4.bin155	34975	15.13	89.26	80	>80
XZ2.bin092	34964	18.65	93.95	90	>90
JL5.bin087	34961	20.98	83.02	80	>80
SD4.bin161	34945	21.75	87.08	80	>80
AH5.bin103	34943	107.23	95.7	90	>90
AH5.bin026	34942	22.54	81.88	80	>80
SX1.bin089	34926	14.35	77.82	70	>70
AH5.bin101	34906	17.7	83.98	80	>80
SX3.bin061	34875	56.33	86.54	80	>80
AH3.bin027	34864	22.24	87.4	80	>80
JL1.bin066	34855	15.32	80.77	80	>80
JL2.bin048	34834	15.21	91.94	90	>90
GX2.bin151	34795	14.92	94.7	90	>90
JL1.bin178	34791	24.35	87.25	80	>80
SD3.bin175	34776	27.41	70.75	70	>70
SX3.bin137	34748	111.31	93.92	90	>90
SD5.bin088	34739	171.02	78.95	70	>70
JL1.bin142	34722	27.76	72.6	70	>70
SD2.bin041	34710	20.11	95.97	90	>90
XZ2.bin068	34697	35.35	88.1	80	>80
AH2.bin021	34688	14.16	77.66	70	>70
SD1.bin057	34682	32.62	92.49	90	>90
XZ4.bin086	34673	103.13	82.19	80	>80
AH1.bin069	34642	19.99	95.24	90	>90
JL3.bin060	34625	15.08	79.46	70	>70
GX3.bin095	34582	18.65	90.62	90	>90
JL1.bin149	34522	56.19	97.44	90	>90
AH5.bin011	34507	49.32	78.54	70	>70
SD3.bin049	34488	18.63	77.98	70	>70
SD4.bin121	34471	34.53	86.17	80	>80
SD3.bin116	34435	17.56	92.51	90	>90
JL1.bin069	34431	21.28	77.52	70	>70
GX5.bin133	34427	28.34	95.95	90	>90
SD1.bin038	34427	16.45	100	90	>90
AH2.bin009	34422	34.45	91.97	90	>90
GX1.bin039	34393	41.39	72.81	70	>70
GX5.bin064	34352	16.03	95.27	90	>90
SX2.bin069	34348	74.59	74.5	70	>70
JL3.bin062	34330	175.83	91.51	90	>90
SX4.bin008	34320	30.49	70.06	70	>70
AH2.bin104	34311	17.88	96.2	90	>90
AH3.bin191	34301	58.74	93.89	90	>90
GX3.bin166	34294	21.08	90.44	90	>90
JL3.bin027	34268	29.92	85.13	80	>80
SX5.bin055	34229	32.31	78.04	70	>70
XZ5.bin118	34227	31.63	93.18	90	>90
SD5.bin139	34215	42.97	94.46	90	>90
XZ1.bin105	34202	15.27	77.07	70	>70
AH3.bin149	34198	21.8	88.76	80	>80
XZ4.bin057	34182	86.84	95.56	90	>90
GX2.bin125	34163	15.36	95.46	90	>90
JL2.bin015	34146	146.86	90.11	90	>90
XZ4.bin030	34108	36.15	92.81	90	>90
SD1.bin112	34093	23.21	86.23	80	>80
JL5.bin121	34093	15.42	92.3	90	>90
GX4.bin110	33996	25.56	75.44	70	>70
SX3.bin134	33977	19.85	91.22	90	>90
XZ4.bin001	33975	91.73	91.01	90	>90
JL4.bin154	33960	41.62	89.83	80	>80
GX2.bin108	33949	17.11	93.96	90	>90
JL1.bin007	33858	28.85	97.27	90	>90
SD4.bin113	33840	49.61	81.61	80	>80
GX4.bin059	33817	32.99	89.33	80	>80
XZ2.bin004	33817	55.83	83.44	80	>80
SD5.bin067	33815	21.12	81.02	80	>80
JL3.bin075	33814	45.02	79.98	70	>70
SD2.bin062	33796	16.63	93.29	90	>90
JL4.bin061	33770	16.9	83.11	80	>80
GX5.bin067	33729	207.55	87.51	80	>80
SD5.bin034	33689	24.87	92.11	90	>90
AH1.bin107	33680	32.75	91.98	90	>90
GX4.bin054	33675	17.94	76.29	70	>70
GX5.bin113	33636	23.89	88.43	80	>80
XZ5.bin142	33614	56.42	83.22	80	>80
GX5.bin106	33614	39.79	95.52	90	>90
XZ4.bin099	33579	16.57	94.44	90	>90
GX3.bin073	33576	31.38	88.2	80	>80
GX1.bin062	33561	25.16	92.2	90	>90
SD3.bin011	33561	106.66	79.46	70	>70
SD4.bin076	33535	177.23	86.37	80	>80
XZ1.bin017	33531	191.88	91.04	90	>90
AH5.bin014	33521	16.01	86.54	80	>80
AH1.bin038	33503	26.69	93.55	90	>90
JL5.bin068	33502	98.63	72.59	70	>70
AH1.bin046	33501	27.94	93.12	90	>90
GX3.bin111	33483	54.21	73.92	70	>70
SD3.bin022	33471	18.45	71.19	70	>70
GX3.bin028	33470	68.71	71.47	70	>70
JL1.bin163	33442	16.74	81.93	80	>80
JL5.bin095	33437	13.61	90.73	90	>90
GX4.bin001	33428	23.04	90.94	90	>90
XZ1.bin147	33425	21.33	90.31	90	>90
AH2.bin003	33413	15.43	93.54	90	>90
JL5.bin140	33407	76.83	80.7	80	>80
SX4.bin052	33406	24.36	95.92	90	>90
AH1.bin085	33383	15.57	84.31	80	>80
SX4.bin054	33376	26.38	95.13	90	>90
SD5.bin084	33349	51.97	88.38	80	>80
SX2.bin090	33345	282.44	80.8	80	>80
GX4.bin012	33320	22.99	89.5	80	>80
AH3.bin215	33315	20.16	75.66	70	>70
GX4.bin152	33253	17.42	87.83	80	>80
SX4.bin034	33248	69.79	72.87	70	>70
AH1.bin045	33235	13.13	95.26	90	>90
GX3.bin183	33231	15.74	95.08	90	>90
SD5.bin045	33226	18.85	84.17	80	>80
AH3.bin104	33209	28.26	90.96	90	>90
SD5.bin058	33170	73.88	92.63	90	>90
SD3.bin050	33162	47.53	75.62	70	>70
AH5.bin079	33109	57.07	70.02	70	>70
SX1.bin047	33102	31.37	81.99	80	>80
GX5.bin098	33098	20.58	94.08	90	>90
JL2.bin026	33058	39.04	88.97	80	>80
SD1.bin088	33019	23.07	89.01	80	>80
SX4.bin104	33004	45.34	70.34	70	>70
GX5.bin030	33001	17.17	84.92	80	>80
JL1.bin106	32968	46.4	93.58	90	>90
SX3.bin131	32967	19.91	91.28	90	>90
XZ1.bin028	32967	280.23	74.14	70	>70
GX2.bin039	32957	25.38	84.01	80	>80
SD1.bin142	32946	37.83	90.58	90	>90
AH4.bin037	32943	56.5	98.41	90	>90
SD4.bin106	32922	31.13	92.31	90	>90
XZ4.bin139	32920	105.62	86.05	80	>80
XZ2.bin095	32884	24.06	84.52	80	>80
AH5.bin046	32873	36.21	94.14	90	>90
SD1.bin195	32863	58.86	91.68	90	>90
GX3.bin124	32852	111.53	87.57	80	>80
SX2.bin088	32849	67.07	89.33	80	>80
JL4.bin048	32846	27.62	93.58	90	>90
SD3.bin039	32822	45.5	95.92	90	>90
SD1.bin099	32803	34.95	81.1	80	>80
SX4.bin097	32777	104.17	88.65	80	>80
JL1.bin046	32756	30.34	85.29	80	>80
JL4.bin083	32709	15.54	83.17	80	>80
SX1.bin023	32698	15.95	87	80	>80
JL2.bin126	32690	14.54	88.46	80	>80
GX3.bin035	32662	550.26	82.52	80	>80
SX5.bin107	32661	14.86	97.31	90	>90
XZ5.bin130	32649	14.71	87.19	80	>80
GX2.bin115	32628	20.4	94.51	90	>90
XZ2.bin101	32627	17.57	77.36	70	>70
SX5.bin007	32625	16.7	82.51	80	>80
SX2.bin037	32602	47.31	92.16	90	>90
JL4.bin086	32580	47.76	90.19	90	>90
GX2.bin111	32554	24.51	100	90	>90
AH4.bin051	32528	14.82	92.24	90	>90
XZ3.bin075	32500	15.43	87.76	80	>80
SD4.bin034	32480	13.83	81.78	80	>80
SX3.bin009	32457	30.86	91.89	90	>90
SD1.bin145	32406	14.75	83.69	80	>80
GX4.bin052	32305	16.45	87.14	80	>80
SX5.bin020	32287	67.91	95.8	90	>90
AH4.bin092	32260	28.81	91.41	90	>90
JL5.bin142	32255	73.81	83.19	80	>80
JL2.bin060	32232	15.31	89.82	80	>80
SD3.bin061	32221	15.31	91.28	90	>90
JL2.bin039	32203	53.61	96.31	90	>90
XZ3.bin072	32200	14.8	95.2	90	>90
SD4.bin001	32171	45.51	85.45	80	>80
SD3.bin117	32151	18.31	70.1	70	>70
SD1.bin011	32135	172.93	80.35	80	>80
GX4.bin051	32109	20.12	75.34	70	>70
AH3.bin198	32102	28.28	79.98	70	>70
GX3.bin049	32088	16.37	90	90	>90
SD5.bin101	32083	36.29	84.9	80	>80
GX3.bin110	32047	20.12	97.09	90	>90
JL2.bin071	32039	77.85	87.13	80	>80
AH3.bin160	32034	43.44	90.54	90	>90
GX4.bin099	32018	37.44	78.51	70	>70
GX1.bin126	31970	21.3	75.66	70	>70
AH1.bin082	31950	86.72	93.62	90	>90
JL4.bin038	31897	14.48	83.75	80	>80
SX5.bin108	31883	41.53	84.9	80	>80
AH1.bin073	31875	80.21	95.57	90	>90
GX3.bin027	31846	18.5	99.65	90	>90
SX3.bin056	31807	55.66	81.82	80	>80
AH5.bin130	31762	47.47	88.68	80	>80
AH5.bin146	31737	15.09	91.72	90	>90
SX2.bin014	31618	208.44	70.92	70	>70
SX3.bin065	31617	24.12	89.18	80	>80
AH5.bin114	31605	18.98	86.53	80	>80
GX1.bin002	31603	17.67	91.28	90	>90
XZ4.bin151	31576	16.91	77.48	70	>70
SX1.bin122	31567	45.81	77.08	70	>70
XZ3.bin058	31559	169.07	84.49	80	>80
SX3.bin058	31557	16.4	83.17	80	>80
SD2.bin012	31547	84.72	79.19	70	>70
JL3.bin001	31533	47.84	75.8	70	>70
SD5.bin106	31509	45.55	83.28	80	>80
AH3.bin140	31504	19.33	93.09	90	>90
XZ1.bin045	31503	36.61	88.13	80	>80
AH4.bin153	31475	14.23	100	90	>90
SD4.bin075	31468	26.42	84.54	80	>80
AH4.bin082	31468	14.36	95.26	90	>90
GX2.bin144	31459	72.54	81.6	80	>80
JL2.bin061	31400	69.2	85.61	80	>80
AH3.bin178	31397	22.3	80.2	80	>80
SD2.bin079	31393	58.25	84.58	80	>80
XZ2.bin121	31351	70.06	97.58	90	>90
AH3.bin152	31347	47.51	89.89	80	>80
XZ4.bin021	31329	19.98	90.6	90	>90
SD2.bin043	31324	28.5	92.85	90	>90
GX4.bin045	31293	24.14	100	90	>90
XZ2.bin031	31281	23.95	91.99	90	>90
JL5.bin115	31243	15.64	92.74	90	>90
SD4.bin047	31158	15.31	90.16	90	>90
AH1.bin164	31117	15.92	96	90	>90
SD1.bin193	31076	27.33	98.6	90	>90
GX5.bin080	31066	32.09	86.75	80	>80
JL5.bin080	31043	41.92	100	90	>90
SX2.bin040	31034	32.02	81.71	80	>80
JL3.bin093	31012	20.97	95.57	90	>90
SX5.bin105	31009	17.36	86.65	80	>80
XZ1.bin070	30999	18.72	90.12	90	>90
XZ1.bin123	30976	18.72	72.04	70	>70
JL4.bin012	30968	41.21	87.92	80	>80
JL5.bin147	30948	313.93	88.14	80	>80
JL3.bin022	30923	16.42	94.06	90	>90
JL1.bin170	30917	243.85	90.56	90	>90
JL1.bin154	30909	47.28	78.49	70	>70
SD2.bin088	30901	18.85	83.06	80	>80
AH5.bin068	30882	36.16	94.57	90	>90
JL1.bin020	30874	23.81	90.91	90	>90
SD2.bin010	30844	16.68	94.62	90	>90
JL1.bin179	30801	31.84	89.13	80	>80
GX2.bin023	30771	22.85	91.98	90	>90
JL2.bin138	30759	21.27	90.11	90	>90
XZ2.bin083	30747	143.53	72.78	70	>70
GX1.bin006	30741	14.43	90.83	90	>90
SD3.bin171	30738	14.25	80.73	80	>80
GX5.bin072	30728	22.04	86.55	80	>80
